grid_id,n_claims,total_paid,total_bldg_val,event_name,year,event_num,no_bldAll_flooded,areaSqKm_developed,areaSqKm_total,grid_lat,grid_lon,county,n_buildings,mean_elevation,median_elevation,mean_found_ht,mean_bldg_value,median_bldg_value,total_bldg_value,mean_sqft,mean_age,res_ratio,pct_miss_elev,pct_miss_value,area_sqkm,bldg_density,value_outlier,loss_ratio,log_total_paid,flood_ratio,mean_hag,pct_elevated
35.2_-77.5,49,2080938.48,7952661.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.2,-77.5,Lenoir,417.0,40.46213261390887,41.5865,2.33615417266187,64298.59375,30220.0,26748215.0,1747.6225961538462,44.32512315270936,0.9592326139088728,0.0,0.0023980815347721,123.21000000000004,3.3844655466277076,False,0.2616656839767217,14.548330022780844,0.0203267178353494,3.5401,0.9989
35.2_-77.6,165,17178659.93,78007961.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.2,-77.60000000000001,Lenoir,9133.0,58.4259503339538,58.9891,2.321854201248221,209963.4498027181,41558.5,1915706516.0,2926.780688294607,47.74004400440044,0.937588963100843,0.0,0.0009854374247235,123.21000000000004,74.12547682817952,False,0.2202167536464643,16.659178527943627,0.1300216522318454,3.5992,0.9942
35.2_-77.7,9,240680.85,1613334.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.2,-77.7,Lenoir,6722.0,74.85900531091937,80.3674,2.3698571823861942,179777.86992840096,65490.0,1205230840.0,3619.206443914082,34.118983152827916,0.9413864921154418,0.0,0.0026777744718833,123.21000000000004,54.55725996266535,False,0.1491822833957506,12.391231215859507,0.1719770153231179,3.6724,0.9992
35.2_-77.8,37,2092465.14,5419433.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.2,-77.80000000000001,Lenoir,2233.0,78.2304775638155,82.5002,2.3755544961934616,192752.37078651684,41535.0,428874025.0,1927.5177528089887,32.63628034814475,0.948499776085983,0.0,0.0035826242722794,123.21000000000004,18.12352893433974,False,0.3861040702966528,14.553853899613888,0.1468854097268487,3.8339,0.9965
35.2_-78.0,84,4820517.97,18877675.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.2,-78.0,Wayne,4200.0,143.66165402380952,158.0115,2.3973438595238097,64079.99552105106,23215.0,214603905.0,1838.9038518960883,36.98557692307692,0.9411904761904762,0.0,0.2026190476190476,123.21000000000004,34.088142196250296,False,0.2553554910760991,15.388392150355251,0.0105624659714369,3.5884,1.0
35.2_-78.1,19,2346619.92,5251134.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.2,-78.10000000000001,Wayne,7332.0,166.38124624931808,166.4448,2.4002565630114563,85328.7688307331,33063.0,508644791.0,3017.7049152826708,42.85890087660148,0.9614020731042008,0.0,0.1869885433715221,123.21000000000004,59.508156805454085,False,0.4468786970585782,14.668486944957916,0.0165958018923415,3.595,1.0
35.3_-77.5,9,130993.07,746950.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.300000000000004,-77.5,Lenoir,1603.0,35.16349825327511,33.8261,2.308644878353088,58720.58819836786,33190.0,93541897.0,3903.7940991839296,33.683161953727506,0.9594510293200248,0.0,0.0062383031815346,123.21000000000004,13.010307604902197,False,0.1753706004417966,11.782907333983127,0.1617993953287484,3.6577,0.9978
35.3_-78.0,274,15430320.29,95476353.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.300000000000004,-78.0,Wayne,19183.0,108.15972315591932,110.286,2.374328006047021,188014.373758559,65918.0,3047901013.0,3733.365060761212,48.13562375745527,0.9383829432309858,0.0,0.1549288432466246,123.21000000000004,155.693531369207,False,0.1616140521203192,16.551845046546408,0.1847469875468463,3.9767,0.997
35.3_-78.1,13,557246.7,1308381.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.300000000000004,-78.10000000000001,Wayne,8618.0,122.15275300533769,119.0896,2.3352109352517982,135398.87072997875,37060.0,955239033.0,3095.2269312544295,38.47515306848925,0.9556741703411464,0.0,0.1813645857507542,123.21000000000004,69.94562129697263,False,0.4259055275183604,13.230765123828204,0.0629211972505588,3.9672,1.0
35.4_-76.6,14,138113.97,3273032.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.4,-76.60000000000001,Beaufort,91.0,3.0146582417582413,2.9356,2.3746615384615386,80406.74157303371,53886.0,7156200.0,2009.4719101123596,9.752808988764045,0.978021978021978,0.0,0.0219780219780219,123.21000000000004,0.7385764142520898,False,0.0421975617714706,11.835841733232916,0.0,3.4283,1.0
35.4_-76.7,1,31742.05,118214.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.4,-76.7,Beaufort,1147.0,5.735229293809939,5.6439,2.363406887532694,66952.36756756756,41365.5,74317128.0,1806.744144144144,10.486486486486486,0.979075850043592,0.0,0.032258064516129,123.21000000000004,9.309309309309306,False,0.2685134586428003,10.365429082721455,2.2439133849433412e-05,3.578,0.9987
35.4_-76.8,1,19012.63,210925.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.4,-76.80000000000001,Beaufort,875.0,8.831337942857143,8.6925,2.356228342857143,75712.7327790974,50688.0,63750121.0,1946.0653206650832,9.805225653206652,0.968,0.0,0.0377142857142857,123.21000000000004,7.101696290885478,False,0.0901392912172573,9.852911369383897,0.0,3.8607,1.0
35.4_-77.0,20,128783.89,7348870.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.4,-77.0,Beaufort,1640.0,15.119147987804878,10.731000000000002,2.373973536585366,111025.57685009488,93108.0,175531437.0,2339.954430379747,9.776723592662872,0.9810975609756096,0.0,0.0359756097560975,123.21000000000004,13.310607905202495,False,0.0175243119010133,11.765898772106008,0.0,4.3088,1.0
35.4_-77.1,5,118487.1,1439173.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.4,-77.10000000000001,Beaufort,1327.0,31.685237226827432,32.0049,2.3880018839487565,158639.60652009098,60262.0,209245641.0,2984.054586808188,10.206974981046248,0.958553127354936,0.0,0.0060286360211002,123.21000000000004,10.770229689148604,False,0.0823299909044986,11.682567812573774,0.0,3.4604,1.0
35.4_-78.0,2,57621.03,339737.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.4,-78.0,Wayne,8527.0,126.91812187170166,127.4904,2.3893197502052304,123859.32457893234,59958.0,867758428.0,3376.3588352840425,38.00459395376408,0.957898440248622,0.0,0.1783745748797936,123.21000000000004,69.20704488272054,False,0.1696048119574847,10.96166023884056,0.1896459002067122,3.8051,0.9958
35.4_-78.1,3,144713.69999999998,338357.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.4,-78.10000000000001,Wayne,9482.0,124.98954316599873,127.45265,2.393331740139211,138094.9198919892,76810.0,1073964192.0,2790.683039732545,31.366860772895713,0.9703649019194264,0.0,0.179814385150812,123.21000000000004,76.95803912020126,False,0.4276953040723259,11.88251949695522,0.1195233853755272,3.7922,0.9996
35.5_-76.6,1,1710.96,14137.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.5,-76.60000000000001,Beaufort,294.0,6.439303401360544,6.8446,2.3603187074829934,57939.93525179856,21869.0,16107302.0,1336.4928057553957,7.816546762589928,0.9591836734693876,0.0,0.0544217687074829,123.21000000000004,2.3861699537375207,False,0.1210270920280116,7.445394191942753,0.0001204798540472,3.4958,1.0
35.5_-76.8,1,9642.0,90701.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.5,-76.80000000000001,Beaufort,614.0,10.865662540716611,11.05585,2.3948934853420196,106074.245819398,33413.5,63432399.0,2389.774247491639,10.807692307692308,0.9527687296416938,0.0,0.0260586319218241,123.21000000000004,4.983361740118496,False,0.1063053329070241,9.173987542510384,8.57949329512599e-06,3.9345,1.0
35.5_-77.0,20,195272.12,2760507.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.5,-77.0,Beaufort,2357.0,26.98558413237166,30.4012,2.39552706830717,93460.66352739726,36445.0,218324110.0,2223.652397260274,10.847174657534246,0.9745439117522274,0.0,0.0089096308867204,123.21000000000004,19.12994075156237,False,0.0707377738944331,12.182154472983685,0.0002494048293844,3.9165,0.9979
35.5_-77.1,40,1052260.87,6218282.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.5,-77.10000000000001,Beaufort,7901.0,15.709383483100872,11.286,2.3712238957106697,149120.64549180327,70563.5,1164334000.0,3951.7631915983607,9.958886454440004,0.9374762688267309,0.0,0.0117706619415263,123.21000000000004,64.12628845061276,False,0.1692205129969982,13.866452567158406,0.0031775556072231,3.843,1.0
35.5_-78.0,1,8545.32,82279.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.5,-78.0,Wayne,3684.0,135.292178257329,137.7529,2.400184362106406,61201.72377158034,29145.0,184339592.0,2240.366533864542,56.232945091514146,0.9565689467969598,0.0,0.1824104234527687,123.21000000000004,29.900170440710973,False,0.1038578495120261,9.053256059921386,0.014083323529906,3.7726,1.0
35.7_-77.5,5,69428.48000000001,1678091.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.7,-77.5,Edgecombe,27.0,42.97740740740741,42.84,2.3999999999999995,56030.0,27232.0,1512810.0,1673.148148148148,68.88888888888889,0.9629629629629628,0.0,0.0,123.21000000000004,0.2191380569758947,False,0.0413734892803787,11.148066840161444,0.1315085614298212,4.2475,1.0
35.7_-77.6,12,362850.88,1222214.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.7,-77.60000000000001,Edgecombe,679.0,69.24516936671576,80.63,2.4000000000000004,56718.85780525502,28846.0,36697101.0,1557.2132921174652,35.97784810126582,0.9779086892488954,0.0,0.0471281296023564,123.21000000000004,5.510916321727131,False,0.2968799899199322,12.801749985897215,0.0295739348370927,3.7068,1.0
35.7_-77.7,1,21195.26,113368.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.7,-77.7,Edgecombe,3371.0,97.83380895876596,99.04,2.4000000000000004,55245.05808236017,32085.0,179767419.0,1600.5955746773202,48.06941431670282,0.97330169089291,0.0,0.0347078018392168,123.21000000000004,27.35979222465708,False,0.1869598122927104,9.961580030002793,0.0084646329198793,3.8063,1.0
35.8_-77.5,177,10384243.61,28505597.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.800000000000004,-77.5,Edgecombe,1520.0,51.957539473684214,50.35,2.4,64072.506915629325,31789.0,92648845.0,2007.4917012448136,39.03412256267409,0.9013157894736842,0.0,0.0486842105263157,123.21000000000004,12.33666098530963,False,0.3642878838846981,16.155800274081532,0.1287839020122484,3.3888,1.0
35.8_-77.6,11,146270.64,1438126.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.800000000000004,-77.60000000000001,Edgecombe,4109.0,65.96615234850329,61.64,2.4,170311.65577566245,51592.0,662001406.0,2428.7200926164137,37.220238095238095,0.9467023606716964,0.0,0.0540277439766366,123.21000000000004,33.3495657819982,False,0.1017091965516234,11.893220719960208,0.1381830372108615,3.8157,1.0
35.8_-77.7,2,49946.11,871801.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.800000000000004,-77.7,Edgecombe,2005.0,98.02437905236908,100.35,2.4,54019.927385892115,32339.0,104150420.0,1809.3023858921165,35.219613980177364,0.9650872817955112,0.0,0.0384039900249376,123.21000000000004,16.273029786543294,False,0.0572907234563851,10.818719924545013,0.0331964465303385,3.851,1.0
35.8_-77.8,13,293325.69,1217475.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.800000000000004,-77.80000000000001,Edgecombe,2201.0,115.30985915492958,119.97,2.4000000000000004,51941.74260216064,30627.0,110583970.0,1577.911695631752,37.96812559467174,0.9745570195365744,0.0,0.0327124034529759,123.21000000000004,17.86380975570164,False,0.2409295385942216,12.589042249802542,0.0179250042038002,3.8374,1.0
35.9_-77.5,7,238608.77999999997,1248020.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.9,-77.5,Edgecombe,915.0,67.70692896174863,64.03,2.4000000000000004,77490.8608490566,32913.0,65712250.0,1850.944575471698,44.328605200945624,0.960655737704918,0.0,0.073224043715847,123.21000000000004,7.4263452641831,False,0.1911898687521033,12.382584776909024,0.1821806509855058,3.5793,1.0
35.9_-77.6,1,30702.58,109811.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.9,-77.60000000000001,Edgecombe,4868.0,66.174324157765,67.94,2.4,92090.73709813876,56525.5,435405005.0,2917.993866328258,49.55605285592498,0.9537797863599012,0.0,0.028759244042728,123.21000000000004,39.50978005032058,False,0.279594758266476,10.332134539154444,0.0933623868588669,3.8441,1.0
35.9_-77.7,9,40427.22,842590.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.9,-77.7,Edgecombe,1298.0,86.09339753466872,87.17500000000001,2.4000000000000004,77476.90575479566,41590.0,92894810.0,1929.6630525437863,32.71838111298482,0.9476117103235748,0.0,0.0762711864406779,123.21000000000004,10.534859183507828,False,0.0479797054320606,10.607283334952776,0.0363208340339667,3.8227,1.0
35.9_-77.8,67,2827718.28,15848591.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,35.9,-77.80000000000001,Edgecombe,10233.0,103.17359914003713,106.52,2.4,92703.76492294334,46577.5,854172490.0,1864.6691990449317,52.209135399673734,0.966383269813349,0.0,0.0995797908726668,123.21000000000004,83.0533235938641,False,0.1784207996786591,14.854981036573676,0.0165881957289389,3.6992,1.0
34.4_-79.0,1,389.1,66000.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,34.4,-79.0,Robeson,328.0,104.54013932926829,94.985,2.251432682926829,85937.27329192546,42727.5,27671802.0,1650.1149068322982,29.675078864353313,0.9664634146341464,0.0,0.0182926829268292,123.21000000000004,2.6621215810404992,False,0.0058954545454545,5.966403116512611,2.5409947147309933e-05,3.5997,1.0
34.5_-79.0,29,158494.57,3071939.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,34.5,-79.0,Robeson,2906.0,117.869441431521,116.93055,2.399989236063317,135171.56743704726,35338.0,391862374.0,1925.3932390479476,26.126648160999306,0.9786648313833448,0.0,0.0024088093599449,123.21000000000004,23.58574791007223,False,0.0515943090015784,11.973481922382064,0.0,3.3161,0.9967
34.5_-79.1,1,2694.16,10364.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,34.5,-79.10000000000001,Robeson,3031.0,127.79862857142857,127.3324,2.3714633916199275,131343.14955430836,46329.0,397838400.0,2146.092769891053,28.760357971494862,0.975915539425932,0.0,0.0006598482349059,123.21000000000004,24.600275951627296,False,0.2599536858355847,7.899212850783043,0.0,3.6506,0.9997
34.7_-79.0,13,53210.59,1050745.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,34.7,-79.0,Robeson,2085.0,152.4402762589928,153.9116,2.3926593525179856,127076.85590778098,64859.5,264574014.0,2088.260806916426,27.8,0.9645083932853716,0.0,0.0014388489208633,123.21000000000004,16.922327733138538,False,0.0506408215123555,10.882031508745172,0.0087944395350418,3.3389,0.9987
35.0_-77.7,1,887.93,121680.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,35.0,-77.7,Lenoir,925.0,112.3501117837838,113.6401,2.401265372972973,66555.27620087336,34115.0,60964633.0,1700.8176855895197,40.046306504961414,0.8745945945945945,0.0,0.0097297297297297,123.21000000000004,7.507507507507506,False,0.007297255095332,6.790018492256255,4.980906524987548e-05,3.7665,1.0
35.2_-76.7,8,44643.21,483390.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,35.2,-76.7,Beaufort,89.0,4.686680898876404,4.9836,2.361212359550562,111209.14942528737,51225.0,9675196.0,2129.4827586206898,9.517241379310343,0.9775280898876404,0.0,0.0224719101123595,123.21000000000004,0.7223439655872086,False,0.0923544343077018,10.706479902644125,4.493856897620952e-05,3.4472,1.0
35.2_-76.8,1,4191.47,51226.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,35.2,-76.80000000000001,Beaufort,451.0,8.00691485587583,8.5001,2.383531707317073,183913.3317535545,27967.0,77611426.0,1747.5,9.54739336492891,0.9645232815964524,0.0,0.0643015521064301,123.21000000000004,3.6604171739306866,False,0.0818230976457267,8.3410453380367,0.0,3.3014,1.0
35.2_-77.5,29,1285674.12,2583070.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,35.2,-77.5,Lenoir,417.0,40.46213261390887,41.5865,2.33615417266187,64298.59375,30220.0,26748215.0,1747.6225961538462,44.32512315270936,0.9592326139088728,0.0,0.0023980815347721,123.21000000000004,3.3844655466277076,False,0.497731040970628,14.066794523558976,0.0238787186302027,3.5401,0.9989
35.2_-77.6,199,7037412.45,707653910.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,35.2,-77.60000000000001,Lenoir,9133.0,58.4259503339538,58.9891,2.321854201248221,209963.4498027181,41558.5,1915706516.0,2926.780688294607,47.74004400440044,0.937588963100843,0.0,0.0009854374247235,123.21000000000004,74.12547682817952,False,0.0099447093424524,15.766751252953036,0.1183377748167888,3.5992,0.9942
35.2_-77.7,3,27244.19,239016.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,35.2,-77.7,Lenoir,6722.0,74.85900531091937,80.3674,2.3698571823861942,179777.86992840096,65490.0,1205230840.0,3619.206443914082,34.118983152827916,0.9413864921154418,0.0,0.0026777744718833,123.21000000000004,54.55725996266535,False,0.1139847959969207,10.212632270749534,0.0591189207195203,3.6724,0.9992
35.2_-77.8,14,679309.89,935957.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,35.2,-77.80000000000001,Lenoir,2233.0,78.2304775638155,82.5002,2.3755544961934616,192752.37078651684,41535.0,428874025.0,1927.5177528089887,32.63628034814475,0.948499776085983,0.0,0.0035826242722794,123.21000000000004,18.12352893433974,False,0.7257917724852745,13.428834166259492,0.0152481678880746,3.8339,0.9965
35.2_-78.0,73,2992775.82,6302529.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,35.2,-78.0,Wayne,4200.0,143.66165402380952,158.0115,2.3973438595238097,64079.99552105106,23215.0,214603905.0,1838.9038518960883,36.98557692307692,0.9411904761904762,0.0,0.2026190476190476,123.21000000000004,34.088142196250296,False,0.4748531613261914,14.9117122167308,0.0007371110273484,3.5884,1.0
35.2_-78.1,8,339157.27,758439.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,35.2,-78.10000000000001,Wayne,7332.0,166.38124624931808,166.4448,2.4002565630114563,85328.7688307331,33063.0,508644791.0,3017.7049152826708,42.85890087660148,0.9614020731042008,0.0,0.1869885433715221,123.21000000000004,59.508156805454085,False,0.4471780459601893,12.734222150567566,0.0013780817773893,3.595,1.0
35.2_-78.2,2,61065.35,164150.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,35.2,-78.2,Wayne,2579.0,150.16305385808454,154.8693,2.3941217603722373,75577.74122601778,31390.0,161509633.0,2164.915301824988,47.208548614372944,0.9061651803024428,0.0,0.1713842574641333,123.21000000000004,20.93174255336417,False,0.3720094425830033,11.019716256951092,0.0002864557004684,3.6331,1.0
35.3_-76.6,67,623819.56,4214780.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,35.300000000000004,-76.60000000000001,Beaufort,53.0,6.3251622641509435,4.0691,2.380303773584906,72776.98076923077,44083.0,3784403.0,1511.326923076923,9.057692307692308,0.981132075471698,0.0,0.0188679245283018,123.21000000000004,0.430159889619349,False,0.1480076208010857,13.343618041894516,6.98616738857063e-05,3.203,1.0
35.3_-76.7,31,317991.73,2456773.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,35.300000000000004,-76.7,Beaufort,482.0,4.002392531120332,3.83345,2.381682572614108,52057.79609544468,30512.0,23998644.0,1538.479392624729,10.663774403470716,0.9896265560165975,0.0,0.0435684647302904,123.21000000000004,3.9120201282363434,False,0.1294347218892425,12.669783799865762,0.0002078194320204,3.4528,1.0
35.3_-76.8,29,203197.17,2637151.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,35.300000000000004,-76.80000000000001,Beaufort,818.0,7.700108312958435,7.556649999999999,2.37438826405868,79860.23691099476,26958.0,61013221.0,3807.1832460732985,10.557591623036648,0.910757946210269,0.0,0.0660146699266503,123.21000000000004,6.639071503936367,False,0.0770517767090318,12.2219369887404,7.74386728732329e-05,3.4384,1.0
35.3_-77.0,7,14671.04,295593.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,35.300000000000004,-77.0,Beaufort,440.0,30.87710886363637,32.2782,2.4000034090909086,52933.54587155963,26641.0,23079026.0,2166.2522935779816,12.279816513761467,0.975,0.0,0.009090909090909,123.21000000000004,3.57113870627384,False,0.0496325691068462,9.593698920773882,0.0,3.4472,1.0
35.3_-77.5,15,582081.38,1379145.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,35.300000000000004,-77.5,Lenoir,1603.0,35.16349825327511,33.8261,2.308644878353088,58720.58819836786,33190.0,93541897.0,3903.7940991839296,33.683161953727506,0.9594510293200248,0.0,0.0062383031815346,123.21000000000004,13.010307604902197,False,0.4220595948939379,13.274367263088582,0.19459118243131,3.6577,0.9978
35.3_-77.8,1,55930.25,87360.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,35.300000000000004,-77.80000000000001,Lenoir,3044.0,103.64423140604468,104.6998,2.397929464520368,75903.22097994082,36569.0,230821695.0,1954.4801052285432,31.671305500331343,0.9319973718791064,0.0,0.0009855453350854,123.21000000000004,24.705786867949023,False,0.6402272206959707,10.931878536931167,0.017844611528822,3.6235,1.0
35.3_-78.0,186,4317208.9,20543254.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,35.300000000000004,-78.0,Wayne,19183.0,108.15972315591932,110.286,2.374328006047021,188014.373758559,65918.0,3047901013.0,3733.365060761212,48.13562375745527,0.9383829432309858,0.0,0.1549288432466246,123.21000000000004,155.693531369207,False,0.2101521453222552,15.278119895083668,0.1746382535334353,3.9767,0.997
35.3_-78.1,11,258225.55,581598.0,Hurricane Floyd,1999,2,18051.0,63.5913,454.0896,35.300000000000004,-78.10000000000001,Wayne,8618.0,122.15275300533769,119.0896,2.3352109352517982,135398.87072997875,37060.0,955239033.0,3095.2269312544295,38.47515306848925,0.9556741703411464,0.0,0.1813645857507542,123.21000000000004,69.94562129697263,False,0.4439931877344832,12.461592579374004,0.0155538376216325,3.9672,1.0
