grid_id,n_claims,total_paid,total_bldg_val,event_name,year,event_num,no_bldAll_flooded,areaSqKm_developed,areaSqKm_total,grid_lat,grid_lon,county,n_buildings,mean_elevation,median_elevation,mean_found_ht,mean_bldg_value,median_bldg_value,total_bldg_value,mean_sqft,mean_age,res_ratio,pct_miss_elev,pct_miss_value,area_sqkm,bldg_density,value_outlier,loss_ratio,log_total_paid
34.4_-79.0,38,1346442.21,4915906.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,34.4,-79.0,Robeson,328.0,104.54013932926829,94.985,2.251432682926829,85937.27329192546,42727.5,27671802.0,1650.1149068322982,29.675078864353313,0.9664634146341464,0.0,0.0182926829268292,123.21000000000004,2.6621215810404992,False,0.27389502769174184,14.112977014332476
34.4_-79.1,3,97282.08,397120.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,34.4,-79.10000000000001,Robeson,2048.0,116.69210805664062,116.6894,2.3972269140625,132720.7177734375,73097.0,271812030.0,2089.14453125,38.77009803921569,0.9619140625,0.0,0.0,123.21000000000004,16.622027432838237,False,0.2449689766317486,11.485380357882999
34.4_-79.2,1,24763.36,406463.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,34.4,-79.2,Robeson,2790.0,117.24103028673836,117.87835,2.385534301075269,166815.8340501792,81987.5,465416177.0,2668.4372759856633,35.133883704235465,0.943010752688172,0.0,0.0,123.21000000000004,22.644265887509125,False,0.060924020144515,10.117160801764923
34.5_-79.0,335,13768213.2,71243778.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,34.5,-79.0,Robeson,2906.0,117.869441431521,116.93055,2.399989236063317,135171.56743704726,35338.0,391862374.0,1925.3932390479476,26.126648160999306,0.9786648313833448,0.0,0.0024088093599449,123.21000000000004,23.58574791007223,False,0.19325495624333677,16.437873174567713
34.5_-79.1,42,1562920.56,27736195.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,34.5,-79.10000000000001,Robeson,3031.0,127.79862857142857,127.3324,2.3714633916199275,131343.14955430836,46329.0,397838400.0,2146.092769891053,28.760357971494862,0.975915539425932,0.0,0.0006598482349059,123.21000000000004,24.600275951627296,False,0.05634949422586624,14.26206742260365
34.5_-79.2,22,284005.28,2982485.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,34.5,-79.2,Robeson,2034.0,135.02952925270404,138.2897,2.3948463077679447,166836.43215339232,78226.0,339345303.0,2618.4670599803344,37.27407407407407,0.943952802359882,0.0,0.0,123.21000000000004,16.50840029218407,False,0.09522437832880971,12.556751629574919
34.5_-79.3,2,11199.4,447030.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,34.5,-79.30000000000001,Robeson,1887.0,141.33857880233174,143.96,2.396263577106518,154278.64952279956,93089.5,290969533.0,2430.503711558855,38.569131832797424,0.9273979862215156,0.0,0.0005299417064122,123.21000000000004,15.315315315315312,False,0.025052904726752118,9.32370477093116
34.7_-79.0,150,7023937.23,36497944.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,34.7,-79.0,Robeson,2085.0,152.4402762589928,153.9116,2.3926593525179856,127076.85590778098,64859.5,264574014.0,2088.260806916426,27.8,0.9645083932853716,0.0,0.0014388489208633,123.21000000000004,16.922327733138538,False,0.19244747676745846,15.764834620124025
34.7_-79.1,11,510490.72,1861015.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,34.7,-79.10000000000001,Robeson,2561.0,162.48012830925418,161.6401,2.3868150566185085,109705.39359625148,36309.0,280955513.0,1977.3545490042952,27.504720692368213,0.9590003904724717,0.0,0.0,123.21000000000004,20.78565051538024,False,0.2743076869342805,13.14312969706257
34.7_-79.2,42,1447947.74,7183302.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,34.7,-79.2,Robeson,3396.0,176.86302520612486,176.62605,2.393915535924618,131107.38309776207,59747.0,445240673.0,2158.270023557126,29.95077565632458,0.9687868080094229,0.0,0.0,123.21000000000004,27.562697832968095,False,0.20157133028793722,14.185658450748699
34.7_-79.3,26,685176.61,2969255.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,34.7,-79.30000000000001,Robeson,3096.0,189.37419922480623,189.3046,2.385475019379845,113427.44893341952,56423.5,350944527.0,2018.268907563025,30.870734908136484,0.9760981912144704,0.0,0.0006459948320413,123.21000000000004,25.12783053323593,False,0.23075707879585955,13.437433368307435
34.8_-79.0,2,6813.57,211305.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,34.800000000000004,-79.0,Robeson,3948.0,164.3960005065856,164.51455,2.396573323201621,174653.3988336714,85639.5,688833005.0,2654.082910750507,29.909739928607852,0.9678318135764944,0.0,0.0010131712259371,123.21000000000004,32.042853664475274,False,0.032245190601263574,8.826818246028472
35.0_-77.7,2,88766.75,178054.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.0,-77.7,Lenoir,925.0,112.3501117837838,113.6401,2.401265372972973,66555.27620087336,34115.0,60964633.0,1700.8176855895197,40.046306504961414,0.8745945945945945,0.0,0.0097297297297297,123.21000000000004,7.507507507507506,False,0.4985383647657452,11.393778687340328
35.2_-76.7,28,396990.12,4690215.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.2,-76.7,Beaufort,89.0,4.686680898876404,4.9836,2.361212359550562,111209.14942528737,51225.0,9675196.0,2129.4827586206898,9.517241379310343,0.9775280898876404,0.0,0.0224719101123595,123.21000000000004,0.7223439655872086,False,0.08464220083727506,12.891669191660979
35.2_-76.8,10,92248.89,749607.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.2,-76.80000000000001,Beaufort,451.0,8.00691485587583,8.5001,2.383531707317073,183913.3317535545,27967.0,77611426.0,1747.5,9.54739336492891,0.9645232815964524,0.0,0.0643015521064301,123.21000000000004,3.6604171739306866,False,0.12306300501462766,11.432256369490139
35.2_-77.5,21,703621.49,3871222.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.2,-77.5,Lenoir,417.0,40.46213261390887,41.5865,2.33615417266187,64298.59375,30220.0,26748215.0,1747.6225961538462,44.32512315270936,0.9592326139088728,0.0,0.0023980815347721,123.21000000000004,3.3844655466277076,False,0.1817569465145631,13.463997255518892
35.2_-77.6,92,6247726.28,53596221.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.2,-77.60000000000001,Lenoir,9133.0,58.4259503339538,58.9891,2.321854201248221,209963.4498027181,41558.5,1915706516.0,2926.780688294607,47.74004400440044,0.937588963100843,0.0,0.0009854374247235,123.21000000000004,74.12547682817952,False,0.11657027610211548,15.647728320381272
35.2_-77.7,6,91489.83,1243134.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.2,-77.7,Lenoir,6722.0,74.85900531091937,80.3674,2.3698571823861942,179777.86992840096,65490.0,1205230840.0,3619.206443914082,34.118983152827916,0.9413864921154418,0.0,0.0026777744718833,123.21000000000004,54.55725996266535,False,0.07359611272799232,11.423994027662161
35.2_-77.8,11,214046.9,1353414.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.2,-77.80000000000001,Lenoir,2233.0,78.2304775638155,82.5002,2.3755544961934616,192752.37078651684,41535.0,428874025.0,1927.5177528089887,32.63628034814475,0.948499776085983,0.0,0.0035826242722794,123.21000000000004,18.12352893433974,False,0.15815330711814715,12.273955100733096
35.2_-78.0,24,531184.21,3107239.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.2,-78.0,Wayne,4200.0,143.66165402380952,158.0115,2.3973438595238097,64079.99552105106,23215.0,214603905.0,1838.9038518960883,36.98557692307692,0.9411904761904762,0.0,0.2026190476190476,123.21000000000004,34.088142196250296,False,0.17095054805890372,13.182866034136266
35.2_-78.1,14,1137502.92,2948562.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.2,-78.10000000000001,Wayne,7332.0,166.38124624931808,166.4448,2.4002565630114563,85328.7688307331,33063.0,508644791.0,3017.7049152826708,42.85890087660148,0.9614020731042008,0.0,0.1869885433715221,123.21000000000004,59.508156805454085,False,0.3857822626758399,13.944346875955151
35.3_-76.6,52,586474.19,9146359.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.300000000000004,-76.60000000000001,Beaufort,53.0,6.3251622641509435,4.0691,2.380303773584906,72776.98076923077,44083.0,3784403.0,1511.326923076923,9.057692307692308,0.981132075471698,0.0,0.0188679245283018,123.21000000000004,0.430159889619349,False,0.06412105516523023,13.28188564439064
35.3_-76.7,63,980012.4400000001,9585902.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.300000000000004,-76.7,Beaufort,482.0,4.002392531120332,3.83345,2.381682572614108,52057.79609544468,30512.0,23998644.0,1538.479392624729,10.663774403470716,0.9896265560165975,0.0,0.0435684647302904,123.21000000000004,3.9120201282363434,False,0.10223476517911409,13.79532156483843
35.3_-76.8,54,1070655.54,9032207.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.300000000000004,-76.80000000000001,Beaufort,818.0,7.700108312958435,7.556649999999999,2.37438826405868,79860.23691099476,26958.0,61013221.0,3807.1832460732985,10.557591623036648,0.910757946210269,0.0,0.0660146699266503,123.21000000000004,6.639071503936367,False,0.11853753351755557,13.883782607054505
35.3_-77.0,16,123325.67,3126167.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.300000000000004,-77.0,Beaufort,440.0,30.87710886363637,32.2782,2.4000034090909086,52933.54587155963,26641.0,23079026.0,2166.2522935779816,12.279816513761467,0.975,0.0,0.009090909090909,123.21000000000004,3.57113870627384,False,0.03944948238529803,11.722591967465759
35.3_-77.5,7,63972.68,837942.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.300000000000004,-77.5,Lenoir,1603.0,35.16349825327511,33.8261,2.308644878353088,58720.58819836786,33190.0,93541897.0,3903.7940991839296,33.683161953727506,0.9594510293200248,0.0,0.0062383031815346,123.21000000000004,13.010307604902197,False,0.07634499762513396,11.066227027755335
35.3_-77.8,1,8992.21,118659.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.300000000000004,-77.80000000000001,Lenoir,3044.0,103.64423140604468,104.6998,2.397929464520368,75903.22097994082,36569.0,230821695.0,1954.4801052285432,31.671305500331343,0.9319973718791064,0.0,0.0009855453350854,123.21000000000004,24.705786867949023,False,0.07578194658643676,9.10422512713748
35.3_-78.0,85,2076274.03,45571378.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.300000000000004,-78.0,Wayne,19183.0,108.15972315591932,110.286,2.374328006047021,188014.373758559,65918.0,3047901013.0,3733.365060761212,48.13562375745527,0.9383829432309858,0.0,0.1549288432466246,123.21000000000004,155.693531369207,False,0.04556092269143145,14.546085995225296
35.3_-78.1,4,150187.74,398047.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.300000000000004,-78.10000000000001,Wayne,8618.0,122.15275300533769,119.0896,2.3352109352517982,135398.87072997875,37060.0,955239033.0,3095.2269312544295,38.47515306848925,0.9556741703411464,0.0,0.1813645857507542,123.21000000000004,69.94562129697263,False,0.3773115737588777,11.919648048790975
35.4_-76.6,210,4013288.09,37724889.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.4,-76.60000000000001,Beaufort,91.0,3.0146582417582413,2.9356,2.3746615384615386,80406.74157303371,53886.0,7156200.0,2009.4719101123596,9.752808988764045,0.978021978021978,0.0,0.0219780219780219,123.21000000000004,0.7385764142520898,False,0.10638303243251425,15.205121685029695
35.4_-76.7,55,1122038.86,10936361.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.4,-76.7,Beaufort,1147.0,5.735229293809939,5.6439,2.363406887532694,66952.36756756756,41365.5,74317128.0,1806.744144144144,10.486486486486486,0.979075850043592,0.0,0.032258064516129,123.21000000000004,9.309309309309306,False,0.10259709422540095,13.930658890280453
35.4_-76.8,6,47302.64,1642639.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.4,-76.80000000000001,Beaufort,875.0,8.831337942857143,8.6925,2.356228342857143,75712.7327790974,50688.0,63750121.0,1946.0653206650832,9.805225653206652,0.968,0.0,0.0377142857142857,123.21000000000004,7.101696290885478,False,0.028796735009944365,10.76434252712163
35.4_-77.0,443,9949001.29,82103113.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.4,-77.0,Beaufort,1640.0,15.119147987804878,10.731000000000002,2.373973536585366,111025.57685009488,93108.0,175531437.0,2339.954430379747,9.776723592662872,0.9810975609756096,0.0,0.0359756097560975,123.21000000000004,13.310607905202495,False,0.12117690701934772,16.112982831745356
35.4_-77.1,60,1680942.88,17651799.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.4,-77.10000000000001,Beaufort,1327.0,31.685237226827432,32.0049,2.3880018839487565,158639.60652009098,60262.0,209245641.0,2984.054586808188,10.206974981046248,0.958553127354936,0.0,0.0060286360211002,123.21000000000004,10.770229689148604,False,0.09522785071368646,14.334866026943518
35.4_-78.0,2,13909.759999999998,620818.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.4,-78.0,Wayne,8527.0,126.91812187170166,127.4904,2.3893197502052304,123859.32457893234,59958.0,867758428.0,3376.3588352840425,38.00459395376408,0.957898440248622,0.0,0.1783745748797936,123.21000000000004,69.20704488272054,False,0.022405535921961022,9.540417920376777
35.5_-76.5,4,60110.35,615094.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.5,-76.5,Beaufort,49.0,3.0514102040816327,2.8291,2.371479591836734,87156.14893617021,76834.0,4096339.0,1777.5531914893618,10.063829787234043,1.0,0.0,0.0408163265306122,123.21000000000004,0.3976949922895867,False,0.09772546960302002,11.003953954606498
35.5_-76.6,14,66055.02,3706164.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.5,-76.60000000000001,Beaufort,294.0,6.439303401360544,6.8446,2.3603187074829934,57939.93525179856,21869.0,16107302.0,1336.4928057553957,7.816546762589928,0.9591836734693876,0.0,0.0544217687074829,123.21000000000004,2.3861699537375207,False,0.01782301592698003,11.098258448870624
35.5_-76.7,6,87241.97,555142.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.5,-76.7,Beaufort,2042.0,5.110162830558276,4.1800999999999995,2.3598378060724783,109865.1436605317,40580.0,214896221.0,2204.1728016359916,10.40235173824131,0.9378060724779628,0.0,0.0421155729676787,123.21000000000004,16.573330086843594,False,0.15715253034358778,11.376452263752586
35.5_-76.8,1,4858.07,242704.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.5,-76.80000000000001,Beaufort,614.0,10.865662540716611,11.05585,2.3948934853420196,106074.245819398,33413.5,63432399.0,2389.774247491639,10.807692307692308,0.9527687296416938,0.0,0.0260586319218241,123.21000000000004,4.983361740118496,False,0.020016439778495616,8.488602340558565
35.5_-77.0,18,459860.1,2976221.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.5,-77.0,Beaufort,2357.0,26.98558413237166,30.4012,2.39552706830717,93460.66352739726,36445.0,218324110.0,2223.652397260274,10.847174657534246,0.9745439117522274,0.0,0.0089096308867204,123.21000000000004,19.12994075156237,False,0.15451140893099,13.038679766345489
35.5_-77.1,9,129385.55,19709679.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.5,-77.10000000000001,Beaufort,7901.0,15.709383483100872,11.286,2.3712238957106697,149120.64549180327,70563.5,1164334000.0,3951.7631915983607,9.958886454440004,0.9374762688267309,0.0,0.0117706619415263,123.21000000000004,64.12628845061276,False,0.0065645691134797275,11.770559714379282
35.5_-78.0,1,13715.4,214538.0,Hurricane Florence,2018,1,29952.0,119.1564,2812.0536,35.5,-78.0,Wayne,3684.0,135.292178257329,137.7529,2.400184362106406,61201.72377158034,29145.0,184339592.0,2240.366533864542,56.232945091514146,0.9565689467969598,0.0,0.1824104234527687,123.21000000000004,29.900170440710973,False,0.0639299331586945,9.526347476178866
34.4_-79.0,24,971923.42,3307982.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,34.4,-79.0,Robeson,328.0,104.54013932926829,94.985,2.251432682926829,85937.27329192546,42727.5,27671802.0,1650.1149068322982,29.675078864353313,0.9664634146341464,0.0,0.0182926829268292,123.21000000000004,2.6621215810404992,False,0.2938115805950577,13.787033323217683
34.4_-79.1,2,4842.78,187380.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,34.4,-79.10000000000001,Robeson,2048.0,116.69210805664062,116.6894,2.3972269140625,132720.7177734375,73097.0,271812030.0,2089.14453125,38.77009803921569,0.9619140625,0.0,0.0,123.21000000000004,16.622027432838237,False,0.02584470060838937,8.485450686630864
34.4_-79.2,1,224579.58,474569.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,34.4,-79.2,Robeson,2790.0,117.24103028673836,117.87835,2.385534301075269,166815.8340501792,81987.5,465416177.0,2668.4372759856633,35.133883704235465,0.943010752688172,0.0,0.0,123.21000000000004,22.644265887509125,False,0.47322850839393216,12.321989852721824
34.5_-79.0,175,10830952.17,40546577.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,34.5,-79.0,Robeson,2906.0,117.869441431521,116.93055,2.399989236063317,135171.56743704726,35338.0,391862374.0,1925.3932390479476,26.126648160999306,0.9786648313833448,0.0,0.0024088093599449,123.21000000000004,23.58574791007223,False,0.2671237123173184,16.197918627108038
34.5_-79.1,15,704727.87,3010479.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,34.5,-79.10000000000001,Robeson,3031.0,127.79862857142857,127.3324,2.3714633916199275,131343.14955430836,46329.0,397838400.0,2146.092769891053,28.760357971494862,0.975915539425932,0.0,0.0006598482349059,123.21000000000004,24.600275951627296,False,0.23409160801320986,13.465568426263667
34.5_-79.2,16,152502.12,1751014.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,34.5,-79.2,Robeson,2034.0,135.02952925270404,138.2897,2.3948463077679447,166836.43215339232,78226.0,339345303.0,2618.4670599803344,37.27407407407407,0.943952802359882,0.0,0.0,123.21000000000004,16.50840029218407,False,0.08709360404885398,11.934940333836714
34.7_-79.0,108,4532277.43,20160458.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,34.7,-79.0,Robeson,2085.0,152.4402762589928,153.9116,2.3926593525179856,127076.85590778098,64859.5,264574014.0,2088.260806916426,27.8,0.9645083932853716,0.0,0.0014388489208633,123.21000000000004,16.922327733138538,False,0.22481024141415834,15.32673533569479
34.7_-79.1,6,248469.04,847066.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,34.7,-79.10000000000001,Robeson,2561.0,162.48012830925418,161.6401,2.3868150566185085,109705.39359625148,36309.0,280955513.0,1977.3545490042952,27.504720692368213,0.9590003904724717,0.0,0.0,123.21000000000004,20.78565051538024,False,0.29332902040691045,12.42307755387019
34.7_-79.2,17,421814.06,2997966.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,34.7,-79.2,Robeson,3396.0,176.86302520612486,176.62605,2.393915535924618,131107.38309776207,59747.0,445240673.0,2158.270023557126,29.95077565632458,0.9687868080094229,0.0,0.0,123.21000000000004,27.562697832968095,False,0.14070008132180284,12.952322250514612
34.7_-79.3,13,182923.49,2349444.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,34.7,-79.30000000000001,Robeson,3096.0,189.37419922480623,189.3046,2.385475019379845,113427.44893341952,56423.5,350944527.0,2018.268907563025,30.870734908136484,0.9760981912144704,0.0,0.0006459948320413,123.21000000000004,25.12783053323593,False,0.07785820389845427,12.116828723720463
34.8_-79.0,1,13715.87,121915.0,Hurricane Matthew,2016,5,14177.0,69.5457,1775.5416,34.800000000000004,-79.0,Robeson,3948.0,164.3960005065856,164.51455,2.396573323201621,174653.3988336714,85639.5,688833005.0,2654.082910750507,29.909739928607852,0.9678318135764944,0.0,0.0010131712259371,123.21000000000004,32.042853664475274,False,0.11250354755362343,9.526381741142544
